Language pair,Combined sentences (LaBSE),Combined in-family sentences (LaBSE),Combined in-genus sentences (LaBSE),Combined sentences (LASER),Combined in-family sentences (LASER),Combined in-genus sentences (LASER),Same Family?,Same Genus?,"Character-level Overlap (multiset Jaccard coefficient, Book of Matthew)","Token-level Overlap (multiset Jaccard coefficient, Book of John)",Same Word Order?,Same Polysynthesis Status?,Geographic Distance (lang2vec),Inventory Distance (lang2vec),Syntactic Distance (lang2vec),Phonological Distance (lang2vec)
English-WEB-Indonesian,2283000000,12134194500,4434888400,224542917,384770209,266814477,0,0,0.4984,0.4529,1,1,0.2084,0.2443,0.2735,0.0909
English-WEB-English,4000000000,23232530200,7833918000,440485834,754355298,518443834,1,1,0.9105,0.8155,1,1,0,0,0,0
English-WEB-Myanmar,2042820000,12929534100,3959779000,220244917,385485649,259223917,0,0,0.0083,0.1906,0,1,0.123,0.1346,0.6051,0.1136
English-WEB-Jakalteko,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4709,0.1427,0,0,0.127,0.2875,0.4794,0.4279
English-WEB-Slovene,2129500000,23232530200,7255879000,225442917,754355298,308421917,1,0,0.5936,0.4695,1,1,0.0038,0.2443,0.1942,0.1419
English-WEB-Greek,2204000000,23232530200,4120959000,226742917,754355298,265721917,1,0,0.0449,0.1854,1,1,0.0105,0.3525,0.2169,0.0465
English-WEB-Chinantec,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.322,0.0382,0,1,0.1307,0.3568,0.4472,0.3037
English-WEB-Icelandic,2108080000,23232530200,7833918000,222242917,754355298,518443834,1,1,0.5118,0.4414,1,1,0.0051,0.2597,0.1313,0.1818
English-WEB-Polish,2421000000,23232530200,7255879000,225742917,754355298,308421917,1,0,0.5348,0.4302,1,1,0.0037,0.3472,0.2136,0.1419
English-WEB-Romani,2000000000,11616265100,3916959000,220242917,377177649,259221917,1,0,0.6547,0.372,1,1,0.0083,0.2293,0.3556,0.1419
English-WEB-Maori,2006419000,12134194500,4434888400,220242917,377177649,259221917,0,0,0.5027,0.3698,0,1,0.313,0.4377,0.3514,0.4606
English-WEB-Cabecar,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4301,0.1851,0,1,0.1263,0.3239,0.5771,0.1472
English-WEB-Mam,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.3923,0.1272,0,0,0.1289,0.355,0.4166,0.1472
English-WEB-Latvian,2121900000,23232530200,4137159000,222242917,754355298,264421917,1,0,0.4911,0.4586,1,1,0.0058,0.2479,0.2462,0.1818
English-WEB-Chinese,3270000000,12929534100,5186959000,228542917,385485649,267527917,0,0,0.0534,0.3622,1,1,0.1124,0.3817,0.2876,0.2474
English-WEB-Japanese-tok,3410000000,13026265100,5326959000,223442917,380377649,262421917,0,0,0.0445,0.1409,0,1,0.1435,0.3461,0.4998,0.3326
English-WEB-Albanian,2089270000,23232530200,4006229000,223442917,754355298,262421917,1,0,0.6113,0.4077,1,1,0.0088,0.2751,0.2041,0.1296
English-WEB-Basque,2052730000,11668995100,3969689000,221442917,378377649,260421917,0,0,0.5565,0.3321,0,1,0.0024,0.4313,0.3765,0.1472
English-WEB-Esperanto,2074600000,11690865100,3991559000,220639917,377591649,259618917,0,0,0.5853,0.4473,0,1,0.0005,0.2372,0.1821,0.1818
English-WEB-Gujarati,2089920000,23232530200,4741859000,220242917,377177649,259221917,1,0,0.0474,0.2938,0,1,0.0847,0.266,0.4166,0.196
English-WEB-Serbian,2068300000,23232530200,7255879000,224242917,754355298,308421917,1,0,0.5565,0.4588,1,1,0.0077,0.2707,0.2041,0.1419
English-WEB-Vietnamese,2221000000,11867063100,4167757000,224242917,381178274,263222542,0,0,0.3711,0.3793,1,1,0.1475,0.2526,0.3397,0.2167
English-WEB-German,2701000000,23232530200,7833918000,228942917,754355298,518443834,1,1,0.6432,0.4499,0,1,0.0024,0.2372,0.0975,0.1942
English-WEB-Telugu,2106310000,11950315100,4023269000,220275917,377625649,259254917,0,0,0.0438,0.2632,0,1,0.1082,0.3292,0.4794,0.196
English-WEB-Creole,2070091000,11686356100,3987050000,220242917,377177649,259221917,0,0,0.553,0.3851,1,1,0.0918,0.2208,0.2703,0.0955
English-WEB-Quichua,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4261,0.3361,0,0,0.1393,0.4132,0.5207,0.1472
English-WEB-Achuar,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.3706,0.2161,0,1,0.1434,0.349,0.5276,0.2615
English-WEB-Malagasy,2008427000,12134194500,4434888400,220597917,384770209,266814477,0,0,0.4552,0.3981,0,1,0.1423,0.3219,0.452,0.0909
English-WEB-Camsa,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4285,0.2678,0,0,0.1341,0.3707,0.5421,0.1472
English-WEB-Swedish,2246000000,23232530200,7833918000,228042917,754355298,518443834,1,1,0.641,0.4246,1,1,0.0038,0.3203,0.0666,0.1818
English-WEB-Aukan,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.488,0.2496,1,1,0.0945,0.2359,0.1824,0.1419
English-WEB-Japanese,3410000000,13026265100,5326959000,223442917,380377649,262421917,0,0,0,0.2333,0,1,0.1435,0.3461,0.4998,0.3326
English-WEB-Spanish,2436000000,23232530200,6430739000,225042917,754355298,295505917,1,0,0.6478,0.4472,1,1,0.0041,0.3618,0.1784,0.1419
English-WEB-Shuar,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4077,0.2909,0,0,0.1462,0.4032,0.4933,0.3845
English-WEB-Dutch,2451000000,23232530200,7833918000,228642917,754355298,518443834,1,1,0.6346,0.474,0,1,0.0004,0.2777,0.0757,0.1818
English-WEB-Slovak,2156500000,23232530200,7255879000,225442917,754355298,308421917,1,0,0.577,0.4705,1,1,0.0045,0.2934,0.1784,0.1419
English-WEB-Amuzgo,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.3914,0.0818,0,1,0.1348,0.2934,0.4801,0.3162
English-WEB-Swahili,2087840000,11761564400,4062258300,220415917,377350649,259394917,0,0,0.4801,0.4649,1,1,0.1047,0.2419,0.5262,0.0909
English-WEB-Chinese-tok,3270000000,12929534100,5186959000,228542917,385485649,267527917,0,0,0.0554,0.3622,1,1,0.1124,0.3817,0.2876,0.2474
English-WEB-Danish,2177100000,23232530200,7833918000,228142917,754355298,518443834,1,1,0.6228,0.4574,1,1,0.0011,0.2246,0.1199,0.1818
English-WEB-Amharic,2029492000,12112210100,4392623000,220330917,389854649,271609917,0,0,0.0376,0.3868,0,1,0.0638,0.3,0.4118,0.2372
English-WEB-Somali,2011825000,12112210100,3928784000,220327917,389854649,259306917,0,0,0.5015,0.4,0,1,0.0841,0.2604,0.4021,0.3037
English-WEB-Croatian,2128900000,23232530200,7255879000,224242917,754355298,308421917,1,0,0.5604,0.4624,1,1,0.005,0.3033,0.1682,0.1419
English-WEB-Italian,2279000000,23232530200,6430739000,228542917,754355298,295505917,1,0,0.6417,0.4453,1,1,0.0047,0.3,0.1422,0.1419
English-WEB-Akawaio,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4279,0.137,0,0,0.0991,0.3513,0.5421,0.2023
English-WEB-Czech,2263000000,23232530200,7255879000,225742917,754355298,308421917,1,0,0.5357,0.4433,1,1,0.0029,0.335,0.2602,0.1419
English-WEB-Tachelhit,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4371,0.1957,0,1,0.0142,0.3657,0.4425,0.1419
English-WEB-Romanian,2147700000,23232530200,6430739000,225142917,754355298,295505917,1,0,0.5388,0.3768,1,1,0.0078,0.2659,0.2041,0.0955
English-WEB-Lithuanian,2098300000,23232530200,4137159000,223442917,754355298,264421917,1,0,0.496,0.4549,1,1,0.0056,0.2538,0.3068,0.196
English-WEB-Wolof,2001750000,11761564400,4062258300,220242917,377177649,259221917,0,0,0.5398,0.3658,1,1,0.0376,0.3292,0.3609,0.1419
English-WEB-Zulu,2010162000,11761564400,4062258300,220242917,377177649,259221917,0,0,0.519,0.4435,1,1,0.1411,0.3657,0.5581,0.2748
English-WEB-Thai-tok,2116700000,11732965100,4033659000,224342917,381277649,263321917,0,0,0.0374,0.1539,1,1,0.1475,0.251,0.3606,0.2167
English-WEB-Malayalam,2060900000,11950315100,4144699000,220615917,377625649,259636917,0,0,0.0337,0.3236,0,1,0.1192,0.3014,0.4643,0.1472
English-WEB-Hebrew,2172500000,12112210100,4392623000,224342917,389854649,271609917,0,0,0.0404,0.396,1,1,0.0284,0.3564,0.2486,0.2748
English-WEB-Kabyle,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.5658,0.1967,0,0,0.1286,0.3461,0.3308,0.1472
English-WEB-French,2954000000,23232530200,6430739000,229042917,754355298,295505917,1,0,0.6254,0.4211,1,1,0.0007,0.2591,0.1882,0.2474
English-WEB-Afrikaans,2044070000,23232530200,7833918000,220309917,754355298,518443834,1,1,0.6725,0.4575,1,1,0.1316,0.3091,0.1506,0.1818
K'iche'-Thai,116700000,116700000,116700000,4115000,16777000,4177000,0,0,0,0.0312,0,1,0.1493,0.5044,0.3926,0.3037
K'iche'-Campa,0,0,0,15000,12677000,77000,0,0,0,0.0312,1,0,0.1543,0.5418,0.3498,0.397
K'iche'-Q'eqchi',0,0,0,15000,12677000,77000,0,0,0,0.0312,0,0,0.1434,0.4839,0.4146,0.2372
K'iche'-Tagalog,52600000,517929400,517929400,51000,20269560,7669560,0,0,0,0.0312,1,1,0.1922,0.4286,0.3012,0.2372
K'iche'-Barasana,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,0,0.1281,0.4795,0.544,0.5477
K'iche'-Nahuatl,0,0,0,15000,12677000,77000,0,0,0,0.0312,1,0,0.1576,0.4365,0.3493,0.397
K'iche'-Portuguese,507000000,11616265100,2513780000,8315000,389854649,36361000,0,0,0,0.0312,0,1,0.0021,0.5069,0.2998,0.0955
K'iche'-Zarma,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,1,0.0141,0.3887,0.4352,0.0955
K'iche'-Korean,211000000,211000000,211000000,1415000,14077000,1477000,0,0,0,0.0312,0,1,0.1579,0.5832,0.5999,0.3604
K'iche'-Coptic,0,0,0,15000,12677000,77000,1,0,0,0.04,0,1,0.0136,0.2603,0.2379,0.0801
K'iche'-Hungarian,188600000,11616265100,352100000,5315000,389854649,13277000,0,0,0,0.0312,0,1,0.006,0.4587,0.4349,0.1419
K'iche'-Shona,5595200,145299300,145299300,15000,12677000,77000,0,0,0,0.0312,0,1,0.1321,0.472,0.4478,0.4279
K'iche'-Cebuano,11081000,517929400,517929400,15000,12677000,77000,0,0,0,0.0312,1,1,0.2074,0.4136,0.3664,0.2372
K'iche'-Ewe,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,1,0.0226,0.4845,0.384,0.2748
K'iche'-Norwegian,170800000,11616265100,3916959000,4115000,389854649,259298917,0,0,0,0.0312,0,1,0.0143,0.5312,0.3827,0.2372
K'iche'-Vietnamese-tok,221000000,250798000,250798000,4015000,16677625,4077625,0,0,0,0.0312,0,1,0.155,0.4822,0.4012,0.3037
K'iche'-Wolaytta,0,0,0,15000,12677000,77000,1,0,0,0.0312,0,1,0.0435,0.4024,0.5982,0.1818
K'iche'-Kannada,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,0,0.1489,0.4839,0.3408,0.1472
K'iche'-Dinka,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,1,0.0297,0.4647,0.2712,0.3037
K'iche'-Indonesian,283000000,517929400,517929400,4315000,20269560,7669560,0,0,0,0.0312,0,1,0.2034,0.4045,0.3926,0.1818
K'iche'-English,2000000000,11616265100,3916959000,220257917,389854649,259298917,0,0,0,0.0312,0,1,0.0075,0.4986,0.3581,0.1818
K'iche'-Myanmar,42820000,1313269000,42820000,17000,20985000,79000,0,0,0,0.0312,0,1,0.125,0.4822,0.6749,0.2748
K'iche'-Jakalteko,0,0,0,15000,12677000,77000,0,0,0,0.0312,1,0,0.1481,0.5128,0.3753,0.2372
K'iche'-Slovene,129500000,11616265100,3338920000,5215000,389854649,49277000,0,0,0,0.0312,0,1,0.0039,0.4857,0.3827,0.1419
K'iche'-Greek,204000000,11616265100,204000000,6515000,389854649,6577000,0,0,0,0.0312,0,1,0.007,0.4202,0.3012,0.1419
K'iche'-Chinantec,0,0,0,15000,12677000,77000,0,0,0,0.0312,1,1,0.1551,0.5716,0.3248,0.3907
K'iche'-Icelandic,108080000,11616265100,3916959000,2015000,389854649,259298917,0,0,0,0.0312,0,1,0.0234,0.4587,0.3748,0.1818
K'iche'-Polish,421000000,11616265100,3338920000,5515000,389854649,49277000,0,0,0,0.0312,0,1,0.0085,0.4456,0.3494,0.1419
K'iche'-Romani,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,1,0.0051,0.4249,0.4114,0.1419
K'iche'-Maori,6419000,517929400,517929400,15000,12677000,77000,0,0,0,0.0312,1,1,0.3172,0.5418,0.3068,0.5955
K'iche'-Cabecar,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,1,0.1399,0.435,0.5447,0.1472
K'iche'-Mam,0,0,0,15000,12677000,77000,0,0,0,0.0312,1,0,0.1496,0.4001,0.3253,0.1472
K'iche'-Latvian,121900000,11616265100,220200000,2015000,389854649,5277000,0,0,0,0.0312,0,1,0.0148,0.4286,0.4074,0.1818
K'iche'-Chinese,1270000000,1313269000,1270000000,8315000,20985000,8383000,0,0,0,0.0312,0,1,0.1352,0.4655,0.5315,0.331
K'iche'-Japanese-tok,1410000000,1410000000,1410000000,3215000,15877000,3277000,0,0,0,0.0312,0,1,0.1729,0.4535,0.6832,0.2372
K'iche'-Albanian,89270000,11616265100,89270000,3215000,389854649,3277000,0,0,0,0.0312,0,1,0.0042,0.4388,0.3415,0.2167
K'iche'-Basque,52730000,52730000,52730000,1215000,13877000,1277000,0,0,0,0.0312,0,1,0.0018,0.3145,0.3166,0.1472
K'iche'-Esperanto,74600000,74600000,74600000,412000,13091000,474000,0,0,0,0.0312,0,1,0.0043,0.4502,0.2937,0.0909
K'iche'-Gujarati,89920000,11616265100,824900000,15000,12677000,77000,0,0,0,0.0312,0,1,0.077,0.494,0.4457,0.196
K'iche'-Serbian,68300000,11616265100,3338920000,4015000,389854649,49277000,0,0,0,0.0323,0,1,0.0059,0.4286,0.3659,0.1419
K'iche'-Vietnamese,221000000,250798000,250798000,4015000,16677625,4077625,0,0,0,0.0312,0,1,0.155,0.4822,0.4012,0.3037
K'iche'-German,701000000,11616265100,3916959000,8715000,389854649,259298917,0,0,0,0.0312,0,1,0.0047,0.4741,0.357,0.1942
K'iche'-Telugu,106310000,334050000,106310000,48000,13125000,110000,0,0,0,0.0312,0,1,0.0999,0.5158,0.5575,0.196
K'iche'-Creole,70091000,70091000,70091000,15000,12677000,77000,0,0,0,0.0312,0,1,0.1048,0.4456,0.3581,0.0955
K'iche'-Quichua,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,0,0.1438,0.4115,0.5715,0.1472
K'iche'-Achuar,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,1,0.1466,0.592,0.5248,0.2615
K'iche'-Malagasy,8427000,517929400,517929400,370000,20269560,7669560,0,0,0,0.0312,0,1,0.103,0.3928,0.4274,0.1818
K'iche'-Camsa,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,0,0.1393,0.5493,0.5378,0.1472
K'iche'-Swedish,246000000,11616265100,3916959000,7815000,389854649,259298917,0,0,0,0.0312,0,1,0.0154,0.4556,0.392,0.1818
K'iche'-Aukan,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,1,0.0885,0.4647,0.3572,0.1419
K'iche'-Japanese,1410000000,1410000000,1410000000,3215000,15877000,3277000,0,0,0,0.0312,0,1,0.1729,0.4535,0.6832,0.2372
K'iche'-Spanish,436000000,11616265100,2513780000,4815000,389854649,36361000,0,0,0,0.0312,0,1,0.001,0.4857,0.2683,0.2372
K'iche'-Shuar,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,0,0.1496,0.5771,0.544,0.5076
K'iche'-Dutch,451000000,11616265100,3916959000,8415000,389854649,259298917,0,0,0,0.0312,0,1,0.0062,0.466,0.3659,0.1818
K'iche'-Slovak,156500000,11616265100,3338920000,5215000,389854649,49277000,0,0,0,0.0312,0,1,0.0065,0.4286,0.3659,0.1419
K'iche'-Amuzgo,0,0,0,15000,12677000,77000,0,0,0,0.0312,1,1,0.1597,0.5714,0.2592,0.3162
K'iche'-Swahili,87840000,145299300,145299300,188000,12850000,250000,0,0,0,0.0312,0,1,0.0678,0.3928,0.3498,0.2727
K'iche'-Chinese-tok,1270000000,1313269000,1270000000,8315000,20985000,8383000,0,0,0,0.0312,0,1,0.1352,0.4655,0.5315,0.331
K'iche'-Danish,177100000,11616265100,3916959000,7915000,389854649,259298917,0,0,0,0.0312,0,1,0.0089,0.4766,0.392,0.1818
K'iche'-Amharic,29492000,495945000,475664000,103000,25354000,12465000,1,0,0,0.0312,0,1,0.0384,0.4516,0.4645,0.2372
K'iche'-Somali,11825000,495945000,11825000,100000,25354000,162000,1,0,0,0.0312,0,1,0.0557,0.3657,0.4321,0.1296
K'iche'-Croatian,128900000,11616265100,3338920000,4015000,389854649,49277000,0,0,0,0.0312,0,1,0.0041,0.4366,0.3827,0.1419
K'iche'-Italian,279000000,11616265100,2513780000,8315000,389854649,36361000,0,0,0,0.0312,0,1,0.0021,0.479,0.2592,0.1419
K'iche'-Akawaio,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,0,0.0978,0.5771,0.565,0.2023
K'iche'-Czech,263000000,11616265100,3338920000,5515000,389854649,49277000,0,0,0,0.0312,0,1,0.0061,0.4164,0.4013,0.1419
K'iche'-Tachelhit,0,0,0,15000,12677000,77000,1,1,0,0.0312,1,1,0.004,0.2871,0.1941,0.1419
K'iche'-Romanian,147700000,11616265100,2513780000,4915000,389854649,36361000,0,0,0,0.0312,0,1,0.0079,0.4316,0.2927,0.0955
K'iche'-Lithuanian,98300000,11616265100,220200000,3215000,389854649,5277000,0,0,0,0.0312,0,1,0.0132,0.4388,0.3902,0.196
K'iche'-Wolof,1750000,145299300,145299300,15000,12677000,77000,0,0,0,0.0312,0,1,0.0192,0.4394,0.34,0.2372
K'iche'-Zulu,10162000,145299300,145299300,15000,12677000,77000,0,0,0,0.0312,0,1,0.0974,0.479,0.358,0.3553
K'iche'-Thai-tok,116700000,116700000,116700000,4115000,16777000,4177000,0,0,0,0.0312,0,1,0.1493,0.5044,0.3926,0.3037
K'iche'-Malayalam,60900000,334050000,227740000,388000,13125000,492000,0,0,0,0.0312,0,1,0.1057,0.4319,0.6518,0.1472
K'iche'-Hebrew,172500000,495945000,475664000,4115000,25354000,12465000,1,0,0,0.0357,0,1,0.0165,0.4621,0.2631,0.1136
K'iche'-Kabyle,0,0,0,15000,12677000,77000,0,0,0,0.0312,0,0,0.1489,0.4839,0.3408,0.1472
K'iche'-French,954000000,11616265100,2513780000,8815000,389854649,36361000,0,0,0,0.0312,0,1,0.0036,0.4892,0.3012,0.1638
K'iche'-Afrikaans,44070000,11616265100,3916959000,82000,389854649,259298917,0,0,0,0.0312,0,1,0.0886,0.5128,0.3753,0.1818
Thai-Campa,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0064,0.1737,0,0,0.3176,0.3565,0.5188,0.4226
Thai-Q'eqchi',116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0055,0.1015,0,0,0.2948,0.3072,0.4202,0.4523
Thai-Tagalog,169300000,634629400,634629400,4136000,11692560,11692560,0,0,0.0047,0.1714,0,1,0.0106,0.1654,0.3726,0.0871
Thai-Barasana,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0032,0.0723,0,0,0.3116,0.2873,0.7419,0.567
Thai-Nahuatl,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0036,0.1519,0,0,0.2833,0.2435,0.3813,0.4226
Thai-Portuguese,623700000,11732965100,2630480000,12400000,381277649,40384000,0,0,0.0054,0.1711,1,1,0.1627,0.2122,0.3489,0.2302
Thai-Zarma,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0055,0.1714,0,1,0.172,0.239,0.2735,0.2302
Thai-Korean,327700000,327700000,327700000,5500000,5500000,5500000,0,0,0.0049,0.1695,0,1,0.0279,0.2136,0.6037,0.2856
Thai-Coptic,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0035,0.1941,1,1,0.0943,0.3023,0.4069,0.3595
Thai-Hungarian,305300000,11732965100,468800000,9400000,381277649,17300000,0,0,0.0048,0.1712,1,1,0.1154,0.247,0.4137,0.2697
Thai-Shona,122295200,261999300,261999300,4100000,4100000,4100000,0,0,0.0082,0.1721,1,1,0.0016,0.0868,0.0625,0.0871
Thai-Cebuano,127781000,634629400,634629400,4100000,4100000,4100000,0,0,0.007,0.1793,0,1,0.0144,0.2112,0.2829,0.1784
Thai-Ewe,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0035,0.1696,1,1,0.1808,0.247,0.3633,0.1513
Thai-Norwegian,287500000,11732965100,4033659000,8200000,381277649,263321917,0,0,0.0048,0.1707,0,1,0.1273,0.3153,0.413,0.1784
Thai-Vietnamese-tok,337700000,367498000,367498000,8100000,8100625,8100625,0,0,0.0053,0.1712,1,1,0.0013,0.2798,0.0963,0.1667
Thai-Wolaytta,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0041,0.17,0,1,0.0865,0.3181,0.8181,0.3037
Thai-Kannada,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0044,0.1707,0,0,0.295,0.3349,0.3337,0.1835
Thai-Dinka,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0039,0.1707,0,1,0.1088,0.2285,0.2929,0.1667
Thai-Indonesian,399700000,634629400,634629400,8400000,11692560,11692560,0,0,0.0068,0.1787,1,1,0.0137,0.2093,0.1875,0.1296
Thai-English,2116700000,11732965100,4033659000,224342917,381277649,263321917,0,0,0.0046,0.171,1,1,0.1475,0.251,0.3606,0.2167
Thai-Myanmar,159520000,1429969000,159520000,4102000,12408000,4102000,0,0,0.003,0.1691,0,1,0.0022,0.1897,0.5754,0.0742
Thai-Jakalteko,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0034,0.1053,0,0,0.2932,0.2093,0.3518,0.4523
Thai-Slovene,246200000,11732965100,3455620000,9300000,381277649,53300000,0,0,0.0047,0.1706,1,1,0.1244,0.234,0.441,0.2697
Thai-Greek,320700000,11732965100,320700000,10600000,381277649,10600000,0,0,0.0042,0.1607,1,1,0.1062,0.3384,0.4131,0.2697
Thai-Chinantec,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.003,0.0256,0,1,0.2871,0.3099,0.3772,0.4167
Thai-Icelandic,224780000,11732965100,4033659000,6100000,381277649,263321917,0,0,0.0076,0.1785,1,1,0.1589,0.247,0.4056,0.3037
Thai-Polish,537700000,11732965100,3455620000,9600000,381277649,53300000,0,0,0.0046,0.1707,1,1,0.1165,0.3012,0.3999,0.2697
Thai-Romani,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.007,0.1788,1,1,0.1133,0.2651,0.5469,0.2697
Thai-Maori,123119000,634629400,634629400,4100000,4100000,4100000,0,0,0.0042,0.1702,0,1,0.1538,0.3243,0.2735,0.3545
Thai-Cabecar,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0042,0.1509,0,1,0.304,0.1977,0.6362,0.1835
Thai-Mam,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0037,0.0874,0,0,0.2943,0.3333,0.3726,0.1835
Thai-Latvian,238600000,11732965100,336900000,6100000,381277649,9300000,0,0,0.0047,0.1714,1,1,0.108,0.2958,0.5248,0.2167
Thai-Chinese,1386700000,1429969000,1386700000,12400000,12408000,12406000,0,0,0.0044,0.1692,1,1,0.0212,0.3657,0.3813,0.1994
Thai-Japanese-tok,1526700000,1526700000,1526700000,7300000,7300000,7300000,0,0,0.0037,0.1409,0,1,0.0337,0.1963,0.6414,0.361
Thai-Albanian,205970000,11732965100,205970000,7300000,381277649,7300000,0,0,0.006,0.1722,1,1,0.1159,0.3413,0.3926,0.3333
Thai-Basque,169430000,169430000,169430000,5300000,5300000,5300000,0,0,0.0046,0.1709,0,1,0.1562,0.4243,0.4327,0.1835
Thai-Esperanto,191300000,191300000,191300000,4497000,4514000,4497000,0,0,0.0045,0.1707,0,1,0.144,0.2362,0.4403,0.3037
Thai-Gujarati,206620000,11732965100,941600000,4100000,4100000,4100000,0,0,0.0045,0.1708,0,1,0.0213,0.2651,0.6181,0.2302
Thai-Serbian,185000000,11732965100,3455620000,8100000,381277649,53300000,0,0,0.0049,0.1736,1,1,0.1116,0.3219,0.4202,0.2697
Thai-Vietnamese,337700000,367498000,367498000,8100000,8100625,8100625,0,0,0.0053,0.1712,1,1,0.0013,0.2798,0.0963,0.1667
Thai-German,817700000,11732965100,4033659000,12800000,381277649,263321917,0,0,0.005,0.1719,0,1,0.1277,0.3017,0.4339,0.3056
Thai-Telugu,223010000,450750000,223010000,4133000,4548000,4133000,0,0,0.0039,0.1696,0,1,0.0115,0.2789,0.7643,0.134
Thai-Creole,186791000,186791000,186791000,4100000,4100000,4100000,0,0,0.0051,0.171,1,1,0.2909,0.2048,0.3316,0.2302
Thai-Quichua,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0041,0.1703,0,0,0.3139,0.3285,0.7271,0.2856
Thai-Achuar,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0038,0.1704,0,1,0.3152,0.2837,0.7012,0.2929
Thai-Malagasy,125127000,634629400,634629400,4455000,11692560,11692560,0,0,0.0066,0.1724,0,1,0.0873,0.2517,0.3518,0.1296
Thai-Camsa,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0041,0.1703,0,0,0.3124,0.2799,0.6307,0.1835
Thai-Swedish,362700000,11732965100,4033659000,11900000,381277649,263321917,0,0,0.0052,0.1714,1,1,0.1176,0.287,0.3978,0.3037
Thai-Aukan,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0034,0.1698,1,1,0.2954,0.1513,0.2118,0.1784
Thai-Japanese,1526700000,1526700000,1526700000,7300000,7300000,7300000,0,0,0,0.1691,0,1,0.0337,0.1963,0.6414,0.361
Thai-Spanish,552700000,11732965100,2630480000,8900000,381277649,40384000,0,0,0.0063,0.1725,1,1,0.1583,0.3219,0.3926,0.361
Thai-Shuar,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0079,0.1794,0,0,0.3156,0.3467,0.6846,0.4107
Thai-Dutch,567700000,11732965100,4033659000,12500000,381277649,263321917,0,0,0.0079,0.1792,0,1,0.1387,0.2794,0.4202,0.3037
Thai-Slovak,273200000,11732965100,3455620000,9300000,381277649,53300000,0,0,0.0047,0.1705,1,1,0.1167,0.3219,0.4202,0.2697
Thai-Amuzgo,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0031,0.0574,0,1,0.2869,0.2436,0.3012,0.2362
Thai-Swahili,204540000,261999300,261999300,4273000,4273000,4273000,0,0,0.007,0.1794,1,1,0.0968,0.253,0.4056,0.2167
Thai-Chinese-tok,1386700000,1429969000,1386700000,12400000,12408000,12406000,0,0,0.0045,0.1692,1,1,0.0212,0.3657,0.3813,0.1994
Thai-Danish,293800000,11732965100,4033659000,12000000,381277649,263321917,0,0,0.0074,0.1789,1,1,0.1303,0.2492,0.4551,0.3037
Thai-Amharic,146192000,612645000,592364000,4188000,16777000,16488000,0,0,0.0042,0.1691,0,1,0.0798,0.224,0.5784,0.2697
Thai-Somali,128525000,612645000,128525000,4185000,16777000,4185000,0,0,0.0039,0.1703,0,1,0.0704,0.2428,0.4969,0.25
